,floor,url,price,title,community,location,community_c,community_loc,duration
2192,中层/6层,http://sh.lianjia.com/zufang/shz3383802.html,3700,艾南小区，温馨一室，好楼层，好房好心情,艾南小区,三林,艾南小区,"121.530486,31.169383",3206.0
1635,中层/6层,http://sh.lianjia.com/zufang/shz3344390.html,3300,艾南小区，一链倾城，1室1厅，空气清新,艾南小区,三林,艾南小区,"121.530486,31.169383",3206.0
2211,中层/6层,http://sh.lianjia.com/zufang/shz3383802.html,3700,艾南小区，温馨一室，好楼层，好房好心情,艾南小区,三林,艾南小区,"121.530486,31.169383",3206.0
1054,低层/6层,http://sh.lianjia.com/zufang/shz3418279.html,3000,崮山小区，温馨之家，低楼层，高清实拍,崮山小区,洋泾,崮山小区,"121.563611,31.236715",3221.0
403,中层/6层,http://sh.lianjia.com/zufang/shz2972215.html,4000,崮山小区，上门实勘，温馨之家，实地看房,崮山小区,洋泾,崮山小区,"121.563611,31.236715",3221.0
1013,低层/6层,http://sh.lianjia.com/zufang/shz3418279.html,3000,崮山小区，温馨之家，低楼层，高清实拍,崮山小区,洋泾,崮山小区,"121.563611,31.236715",3221.0
1135,中层/6层,http://sh.lianjia.com/zufang/shz3437566.html,4000,高清实拍，景观房，错过不再有，温馨一室,崮山小区,洋泾,崮山小区,"121.563611,31.236715",3221.0
339,高层/6层,http://sh.lianjia.com/zufang/shz3303290.html,3800,1室1厅1卫，放心好房，采光无敌好，刚刚降价,崮山小区,洋泾,崮山小区,"121.563611,31.236715",3221.0
1146,中层/6层,http://sh.lianjia.com/zufang/shz3388324.html,3800,崮山小区，上门实勘，交通方便，黄金楼层,崮山小区,洋泾,崮山小区,"121.563611,31.236715",3221.0
1764,高层/6层,http://sh.lianjia.com/zufang/shz3433556.html,3500,寿光路161弄，新鲜好房，交通便利，一室小户型,寿光路161弄,金桥,寿光路161弄,"121.583951,31.274435",3228.0
246,中层/6层,http://sh.lianjia.com/zufang/shz3457449.html,3500,寿光路161弄，高清实拍，空气清新，小户型,寿光路161弄,金桥,寿光路161弄,"121.583951,31.274435",3228.0
681,中层/27层,http://sh.lianjia.com/zufang/shz3430275.html,3900,光线充足，1室1厅1卫，出行方便，新鲜好房,交江大楼,张江,交江大楼,"121.613309,31.205620",3243.0
567,中层/27层,http://sh.lianjia.com/zufang/shz3430275.html,3900,光线充足，1室1厅1卫，出行方便，新鲜好房,交江大楼,张江,交江大楼,"121.613309,31.205620",3243.0
1280,低层/6层,http://sh.lianjia.com/zufang/shz3450168.html,3000,莱阳北小区，新鲜上架，温馨之家，毗邻地铁,莱阳北小区,金桥,莱阳北小区,"121.579510,31.274194",3247.0
1646,中层/6层,http://sh.lianjia.com/zufang/shz3456732.html,3800,银杏苑，新鲜上架，一室小户型，随时可看,银杏苑（金桥）,高行,银杏苑,"121.610206,31.291292",3251.0
1497,中层/11层,http://sh.lianjia.com/zufang/shz3432175.html,2800,房型正气，新鲜上架，1室1厅，黄金楼层,银杏苑（金桥）,高行,银杏苑,"121.610206,31.291292",3251.0
1532,中层/11层,http://sh.lianjia.com/zufang/shz3432175.html,2800,房型正气，新鲜上架，1室1厅，黄金楼层,银杏苑（金桥）,高行,银杏苑,"121.610206,31.291292",3251.0
936,高层/15层,http://sh.lianjia.com/zufang/shz3376653.html,3700,高弘家苑，1室1厅，吉宅出租，上门实勘,高弘家苑,金桥,高弘家苑,"121.584607,31.309450",3272.0
1257,中层/15层,http://sh.lianjia.com/zufang/shz3440879.html,3300,高弘家苑，毗邻地铁，光线充足，小户型,高弘家苑,金桥,高弘家苑,"121.584607,31.309450",3272.0
644,中层/15层,http://sh.lianjia.com/zufang/shz3445847.html,3100,高弘家苑，毗邻地铁，光线充足，高清实拍,高弘家苑,金桥,高弘家苑,"121.584607,31.309450",3272.0
892,中层/15层,http://sh.lianjia.com/zufang/shz3346130.html,3800,高弘家苑，1室1厅，高清实拍，好房好心情,高弘家苑,金桥,高弘家苑,"121.584607,31.309450",3272.0
890,低层/14层,http://sh.lianjia.com/zufang/shz3344401.html,3800,高弘家苑，低楼层，好房好心情，交通方便,高弘家苑,金桥,高弘家苑,"121.584607,31.309450",3272.0
1098,低层/14层,http://sh.lianjia.com/zufang/shz3344401.html,3800,高弘家苑，低楼层，好房好心情，交通方便,高弘家苑,金桥,高弘家苑,"121.584607,31.309450",3272.0
1890,低层/6层,http://sh.lianjia.com/zufang/shz3405518.html,2200,张江新苑，生活很便利，观望后悔莫及，低楼层,张江新苑,张江,张江新苑,"121.613023,31.200966",3282.0
683,高层/6层,http://sh.lianjia.com/zufang/shz3431301.html,2900,交通方便，1室0厅1卫，真实在租，上门实拍,兰沁苑,张江,兰沁苑,"121.623119,31.205053",3283.0
569,高层/6层,http://sh.lianjia.com/zufang/shz3431301.html,2900,交通方便，1室0厅1卫，真实在租，上门实拍,兰沁苑,张江,兰沁苑,"121.623119,31.205053",3283.0
2063,高层/6层,http://sh.lianjia.com/zufang/shz3424484.html,4000,贝尔新村，链家房源，高区采光好，温馨之家,贝尔新村,金桥,贝尔新村,"121.596005,31.253236",3301.0
908,低层/6层,http://sh.lianjia.com/zufang/shz3452682.html,3000,紫阳花苑，吉宅出租，新出好房，上门实拍,紫阳花苑,华泾,紫阳花苑,"121.454970,31.113653",3320.0
540,中层/6层,http://sh.lianjia.com/zufang/shz3411824.html,3000,紫阳花苑，真实在租，1室1厅，上门实拍,紫阳花苑,华泾,紫阳花苑,"121.454970,31.113653",3320.0
1819,中层/5层,http://sh.lianjia.com/zufang/shz3456916.html,3380,沪东新村，1室0厅，好楼层，新鲜挂牌,沪东新村,金桥,沪东新村,"121.583328,31.271274",3320.0
1291,低层/6层,http://sh.lianjia.com/zufang/shz3453810.html,3000,沪东新村，生活很便利，温馨一室，吉宅出租,沪东新村,金桥,沪东新村,"121.583328,31.271274",3320.0
1689,低层/5层,http://sh.lianjia.com/zufang/shz3449112.html,3200,沪东新村，好房好心情，新鲜好房，温馨一室,沪东新村,金桥,沪东新村,"121.583328,31.271274",3320.0
1426,低层/6层,http://sh.lianjia.com/zufang/shz3362052.html,4000,低区出入方便，上门实勘，1室1厅1卫，链家房源,沪东新村,金桥,沪东新村,"121.583328,31.271274",3320.0
1415,高层/5层,http://sh.lianjia.com/zufang/shz3336672.html,3500,一室小户型，交通方便，好房好心情，远离雾霾带,沪东新村,金桥,沪东新村,"121.583328,31.271274",3320.0
1290,低层/6层,http://sh.lianjia.com/zufang/shz3453727.html,3000,沪东新村，上门实拍，上下楼方便，新鲜挂牌,沪东新村,金桥,沪东新村,"121.583328,31.271274",3320.0
2036,中层/6层,http://sh.lianjia.com/zufang/shz3401754.html,2000,古桐路29弄，业主降价出租，1室0厅，景观房,古桐路29弄,张江,古桐路29弄,"121.613222,31.202894",3328.0
1366,中层/6层,http://sh.lianjia.com/zufang/shz3407627.html,2500,香楠小区，链家房源，温馨一室，景观房,香楠小区,张江,香楠小区,"121.612682,31.215732",3331.0
603,低层/6层,http://sh.lianjia.com/zufang/shz3452560.html,3800,香楠小区，真实在租，业主新委托，紧邻地铁,香楠小区,张江,香楠小区,"121.612682,31.215732",3331.0
1784,低层/6层,http://sh.lianjia.com/zufang/shz3391676.html,2700,交通方便，新鲜挂牌，低楼层，小户型,香楠小区,张江,香楠小区,"121.612682,31.215732",3331.0
1128,高层/6层,http://sh.lianjia.com/zufang/shz3437879.html,2000,如您所见，地铁房，高区采光好，上门实拍,香楠小区,张江,香楠小区,"121.612682,31.215732",3331.0
1464,高层/6层,http://sh.lianjia.com/zufang/shz3371286.html,2900,香楠小区，业主刚降价，毗邻地铁，高区采光好,香楠小区,张江,香楠小区,"121.612682,31.215732",3331.0
1603,低层/6层,http://sh.lianjia.com/zufang/shz3428572.html,3200,上下楼方便，一室小户型，热门带看，好房好心情,香楠小区,张江,香楠小区,"121.612682,31.215732",3331.0
1656,低层/6层,http://sh.lianjia.com/zufang/shz3391676.html,2700,交通方便，新鲜挂牌，低楼层，小户型,香楠小区,张江,香楠小区,"121.612682,31.215732",3331.0
560,低层/6层,http://sh.lianjia.com/zufang/shz3424600.html,2000,低区出入方便，错过不再有，一室小户型，抢鲜笋盘,香楠小区,张江,香楠小区,"121.612682,31.215732",3331.0
999,低层/6层,http://sh.lianjia.com/zufang/shz3418459.html,3300,业主降价，错过不再有，抢鲜笋盘，一室小户型,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
1063,低层/6层,http://sh.lianjia.com/zufang/shz3444805.html,3000,东湾小区，新出好房，低区出入方便，1室1厅,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
875,高层/6层,http://sh.lianjia.com/zufang/shz3415249.html,2900,链家房源，采光无敌好，上门实勘，1室1厅1卫,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
542,低层/6层,http://sh.lianjia.com/zufang/shz2839676.html,3500,东湾小区，实地看房，上门实勘，低楼层,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
1036,高层/6层,http://sh.lianjia.com/zufang/shz3435657.html,3200,东湾小区，高区阳光房，1室1厅1卫，好房好心情,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
1100,中层/6层,http://sh.lianjia.com/zufang/shz3414824.html,3300,错过不再有，新出好房，温馨之家，黄金楼层,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
996,低层/6层,http://sh.lianjia.com/zufang/shz3440702.html,3000,东湾小区，1室1厅1卫，低楼层，上门实勘,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
1106,高层/6层,http://sh.lianjia.com/zufang/shz3458744.html,3500,好房好心情，温馨之家，高区阳光房，新鲜上架,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
783,低层/6层,http://sh.lianjia.com/zufang/shz3395874.html,2300,东湾小区，上门实拍，观望后悔莫及，低区出入方便,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
639,高层/6层,http://sh.lianjia.com/zufang/shz3393266.html,4000,东湾小区，远离雾霾带，吉宅出租，小户型,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
678,高层/6层,http://sh.lianjia.com/zufang/shz3393266.html,4000,东湾小区，远离雾霾带，吉宅出租，小户型,东湾小区,华泾,东湾小区,"121.458938,31.122780",3348.0
771,中层/10层,http://sh.lianjia.com/zufang/shz3447584.html,3700,锦绣一方名苑，稀罕南北通，新鲜挂牌，上门实拍,锦绣一方名苑,杨东,锦绣一方名苑,"121.539812,31.198419",3349.0
1355,低层/9层,http://sh.lianjia.com/zufang/shz3397905.html,3800,锦绣一方名苑，一室小户型，一链倾城，地铁沿线,锦绣一方名苑,杨东,锦绣一方名苑,"121.539812,31.198419",3349.0
1939,中层/5层,http://sh.lianjia.com/zufang/shz3306951.html,3000,船舶新村，生活很便利，好房好心情，好楼层,船舶新村,金桥,船舶新村,"121.577984,31.266881",3357.0
1676,高层/5层,http://sh.lianjia.com/zufang/shz3445130.html,3000,链家房源，采光无敌好，交通便利，温馨之家,船舶新村,金桥,船舶新村,"121.577984,31.266881",3357.0
666,中层/6层,http://sh.lianjia.com/zufang/shz3447727.html,2800,罗秀新村，光线充足，链家房源，新鲜好房,罗秀新村,长桥,罗秀新村,"121.445462,31.133314",3375.0
1895,低层/6层,http://sh.lianjia.com/zufang/shz3410043.html,3500,金桥湾清水苑，温馨一室，错过不再有，毗邻地铁,金桥湾清水苑,金桥,金桥湾清水苑,"121.594555,31.260694",3395.0
1383,中层/6层,http://sh.lianjia.com/zufang/shz3420922.html,3800,金桥湾清水苑，真实在租，光线充足，1室1厅,金桥湾清水苑,金桥,金桥湾清水苑,"121.594555,31.260694",3395.0
1909,低层/6层,http://sh.lianjia.com/zufang/shz3410043.html,3500,金桥湾清水苑，温馨一室，错过不再有，毗邻地铁,金桥湾清水苑,金桥,金桥湾清水苑,"121.594555,31.260694",3395.0
1413,中层/6层,http://sh.lianjia.com/zufang/shz3329728.html,3800,一室小户型，好房好心情，出行方便，景观房,沪南船舶小区,金桥,沪南船舶小区,"121.577719,31.267033",3396.0
1396,高层/6层,http://sh.lianjia.com/zufang/shz3426672.html,3800,沪南船舶小区，出行方便，一室小户型，如您所见,沪南船舶小区,金桥,沪南船舶小区,"121.577719,31.267033",3396.0
672,低层/6层,http://sh.lianjia.com/zufang/shz3450500.html,3000,温馨一室，高清实拍，低楼层，有爱有家,华欣家园,华泾,华欣家园,"121.460567,31.119597",3409.0
748,高层/6层,http://sh.lianjia.com/zufang/shz2851177.html,3000,链家房源，温馨一室，闹中取静，上门实勘,华欣家园,华泾,华欣家园,"121.460567,31.119597",3409.0
1651,高层/6层,http://sh.lianjia.com/zufang/shz3379302.html,2000,华陇建中小区，地铁房，新上房源，小户型,华陇建中小区,张江,华陇建中小区,"121.610906,31.198866",3418.0
1697,低层/6层,http://sh.lianjia.com/zufang/shz3451673.html,3000,温馨之家，抢鲜笋盘，放心好房，地铁沿线,华陇建中小区,张江,华陇建中小区,"121.610906,31.198866",3418.0
1779,高层/6层,http://sh.lianjia.com/zufang/shz3379302.html,2000,华陇建中小区，地铁房，新上房源，小户型,华陇建中小区,张江,华陇建中小区,"121.610906,31.198866",3418.0
186,中层/6层,http://sh.lianjia.com/zufang/shz3421879.html,3300,华泾五村，随时看房，景观房，小户型,华泾五村,华泾,华泾五村,"121.445303,31.119101",3421.0
1564,中层/6层,http://sh.lianjia.com/zufang/shz3401000.html,3500,近地铁，小户型，业主降价出租，有爱有家,金桥新村一街坊,金桥,金桥新村一街坊,"121.599461,31.267208",3423.0
1384,高层/6层,http://sh.lianjia.com/zufang/shz3421036.html,3500,金桥新村一街坊，南北通透，上门实拍，生活很便利,金桥新村一街坊,金桥,金桥新村一街坊,"121.599461,31.267208",3423.0
1466,高层/11层,http://sh.lianjia.com/zufang/shz3385383.html,2500,业主降价，采光无敌好，吉宅出租，新鲜上架,广兰名苑,张江,广兰名苑,"121.620223,31.203583",3430.0
2167,中层/26层,http://sh.lianjia.com/zufang/shz3457411.html,3900,禹洲蓝爵，好楼层，新鲜挂牌，放心好房,禹洲蓝爵,金桥,禹洲蓝爵,"121.610340,31.257121",3442.0
2040,中层/17层,http://sh.lianjia.com/zufang/shz3424216.html,3800,绿地MTOWN，温馨一室，降价房源，景观房,绿地MTOWN,张江,绿地MTOWN,"121.603376,31.178451",3445.0
2236,低层/17层,http://sh.lianjia.com/zufang/shz3383990.html,4000,绿地MTOWN，低楼层，温馨之家，吉宅出租,绿地MTOWN,张江,绿地MTOWN,"121.603376,31.178451",3445.0
2235,低层/17层,http://sh.lianjia.com/zufang/shz3423489.html,4000,绿地MTOWN，温馨之家，低区出入方便，链家房源,绿地MTOWN,张江,绿地MTOWN,"121.603376,31.178451",3445.0
1644,中层/17层,http://sh.lianjia.com/zufang/shz3446168.html,3300,一室小户型，新鲜上架，放心好房，钥匙房,绿地MTOWN,张江,绿地MTOWN,"121.603376,31.178451",3445.0
1211,高层/17层,http://sh.lianjia.com/zufang/shz3446807.html,2800,业主新委托，高区采光好，上门实勘，错过不再有,绿地MTOWN,张江,绿地MTOWN,"121.603376,31.178451",3445.0
1526,高层/18层,http://sh.lianjia.com/zufang/shz3426647.html,2700,新高苑，1室1厅，视野开阔，新出好房,新高苑,高行,新高苑,"121.618963,31.292937",3450.0
2228,中层/6层,http://sh.lianjia.com/zufang/shz3428012.html,3900,新高苑，如您所见，1室1厅，光线充足,新高苑,高行,新高苑,"121.618963,31.292937",3450.0
2227,中层/6层,http://sh.lianjia.com/zufang/shz3426584.html,3500,新高苑，1室1厅，一链倾城，空气清新,新高苑,高行,新高苑,"121.618963,31.292937",3450.0
2202,低层/11层,http://sh.lianjia.com/zufang/shz3414375.html,2600,新高苑，温馨一室，享受好房，低楼层,新高苑,高行,新高苑,"121.618963,31.292937",3450.0
1760,高层/11层,http://sh.lianjia.com/zufang/shz3432719.html,4000,新高苑，光线非常好，温馨之家，新鲜挂牌,新高苑（四期）,高行,新高苑,"121.618963,31.292937",3450.0
2221,低层/11层,http://sh.lianjia.com/zufang/shz3414375.html,2600,新高苑，温馨一室，享受好房，低楼层,新高苑,高行,新高苑,"121.618963,31.292937",3450.0
213,中层/18层,http://sh.lianjia.com/zufang/shz3448554.html,3600,新高苑，来电即看，降价房源，上门实拍,新高苑,高行,新高苑,"121.618963,31.292937",3450.0
1323,中层/11层,http://sh.lianjia.com/zufang/shz3342684.html,3700,新高苑，地铁直达，温馨一室，随到随看,新高苑（四期）,高行,新高苑,"121.618963,31.292937",3450.0
321,低层/11层,http://sh.lianjia.com/zufang/shz3392721.html,3000,新高苑，有钥匙立即看，实地看房，低区出入方便,新高苑,高行,新高苑,"121.618963,31.292937",3450.0
1549,中层/6层,http://sh.lianjia.com/zufang/shz3431607.html,3300,新高苑，降价出租，上门实勘，温馨一室,新高苑,高行,新高苑,"121.618963,31.292937",3450.0
2155,高层/11层,http://sh.lianjia.com/zufang/shz3414443.html,3200,新高苑，采光这边独好，一室小户型，业主新委托,新高苑,高行,新高苑,"121.618963,31.292937",3450.0
1491,高层/18层,http://sh.lianjia.com/zufang/shz3426647.html,2700,新高苑，1室1厅，视野开阔，新出好房,新高苑,高行,新高苑,"121.618963,31.292937",3450.0
1103,低层/10层,http://sh.lianjia.com/zufang/shz3422441.html,3800,放心好房，抢鲜笋盘，温馨一室，上下楼方便,华泾绿苑,华泾,华泾绿苑,"121.457917,31.113877",3457.0
1786,低层/11层,http://sh.lianjia.com/zufang/shz3453579.html,3500,三林世博家园，业主新委托，低楼层，1室1厅,三林世博家园（大道站路94弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
1511,低层/17层,http://sh.lianjia.com/zufang/shz3453441.html,3700,三林世博家园，新出房源，一室小户型，低楼层,三林世博家园（东书房路560弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
163,高层/6层,http://sh.lianjia.com/zufang/shz3437220.html,3500,三林世博家园，一室小户型，采光好，随时可看,三林世博家园（大道站路94弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
1613,中层/22层,http://sh.lianjia.com/zufang/shz3333689.html,3800,上门实勘，好楼层，小户型，放心好房,三林世博家园（东书房路390弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
2119,中层/6层,http://sh.lianjia.com/zufang/shz3454209.html,3500,三林世博家园，业主新委托，景观房，吉宅出租,三林世博家园（板泉路2000弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
2106,中层/6层,http://sh.lianjia.com/zufang/shz3446973.html,3800,三林世博家园，温馨之家，好房好心情，空气清新,三林世博家园（板泉路2101弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
1512,中层/24层,http://sh.lianjia.com/zufang/shz3454245.html,3800,三林世博家园，上门实勘，景观房，新鲜好房,三林世博家园（东书房路390弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
1573,中层/22层,http://sh.lianjia.com/zufang/shz3333689.html,3800,上门实勘，好楼层，小户型，放心好房,三林世博家园（东书房路390弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
1551,中层/17层,http://sh.lianjia.com/zufang/shz3446861.html,3400,好房好心情，上门实拍，小户型，好楼层,三林世博家园（新浦路91弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
1709,低层/11层,http://sh.lianjia.com/zufang/shz3453579.html,3500,三林世博家园，业主新委托，低楼层，1室1厅,三林世博家园（大道站路94弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
1147,高层/6层,http://sh.lianjia.com/zufang/shz2832009.html,3500,高区景观房，上门实拍，小户型，享受好房,三林世博家园（大道站路94弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
1598,低层/6层,http://sh.lianjia.com/zufang/shz3422338.html,4000,三林世博家园，高清实拍，好房好心情，上下楼方便,三林世博家园（新浦路251弄）,三林,三林世博家园,"121.539193,31.159256",3459.0
1864,低层/6层,http://sh.lianjia.com/zufang/shz3439847.html,3650,古桐公寓，低区出入方便，有钥匙立即看，享受好房,古桐公寓,张江,古桐公寓,"121.616354,31.200999",3490.0
1865,低层/6层,http://sh.lianjia.com/zufang/shz3439847.html,3650,古桐公寓，低区出入方便，有钥匙立即看，享受好房,古桐公寓,张江,古桐公寓,"121.616354,31.200999",3490.0
1769,中层/14层,http://sh.lianjia.com/zufang/shz3435542.html,2300,紧邻地铁，吉宅出租，黄金楼层，业主新委托,樟盛苑,张江,樟盛苑,"121.628708,31.202842",3501.0
570,低层/6层,http://sh.lianjia.com/zufang/shz3432313.html,3300,高清实拍，如您所见，上下楼方便，小户型,东一小区,金桥,东一小区,"121.596038,31.270488",3588.0
684,低层/6层,http://sh.lianjia.com/zufang/shz3432313.html,3300,高清实拍，如您所见，上下楼方便，小户型,东一小区,金桥,东一小区,"121.596038,31.270488",3588.0
746,中层/6层,http://sh.lianjia.com/zufang/shz3413618.html,3300,长桥三村，光线充足，放心好房，温馨一室,长桥三村,长桥,长桥三村,"121.441831,31.134547",3595.0
231,高层/6层,http://sh.lianjia.com/zufang/shz3452240.html,3500,长桥三村，链家好房，看房有钥匙，新鲜上架,长桥三村,长桥,长桥三村,"121.441831,31.134547",3595.0
752,中层/6层,http://sh.lianjia.com/zufang/shz3296411.html,3900,长桥三村，一室小户型，链家房源，光线充足,长桥三村,长桥,长桥三村,"121.441831,31.134547",3595.0
519,高层/6层,http://sh.lianjia.com/zufang/shz3402197.html,3800,如您所见，空气清新，小户型，刚刚降价,长桥三村,长桥,长桥三村,"121.441831,31.134547",3595.0
541,高层/6层,http://sh.lianjia.com/zufang/shz3266062.html,2800,长桥三村，高区景观好，高清实拍，一链倾城,长桥三村,长桥,长桥三村,"121.441831,31.134547",3595.0
1071,低层/6层,http://sh.lianjia.com/zufang/shz3371968.html,2200,长桥三村，有爱有家，低楼层，新出好房,长桥三村,长桥,长桥三村,"121.441831,31.134547",3595.0
129,低层/6层,http://sh.lianjia.com/zufang/shz3404004.html,4000,齐爱佳苑，链家房源，地铁直达，钥匙在手,齐爱佳苑,唐镇,齐爱佳苑,"121.661477,31.207375",3614.0
1132,低层/6层,http://sh.lianjia.com/zufang/shz3420037.html,4000,齐爱佳苑，地铁房，小户型，上门实拍,齐爱佳苑,唐镇,齐爱佳苑,"121.661477,31.207375",3614.0
524,低层/6层,http://sh.lianjia.com/zufang/shz3442262.html,4000,齐爱佳苑，上下楼方便，1室1厅1卫，新鲜好房,齐爱佳苑,唐镇,齐爱佳苑,"121.661477,31.207375",3614.0
968,高层/6层,http://sh.lianjia.com/zufang/shz3403902.html,3000,齐爱佳苑，地铁房，视野很好，观望后悔莫及,齐爱佳苑,唐镇,齐爱佳苑,"121.661477,31.207375",3614.0
1133,中层/6层,http://sh.lianjia.com/zufang/shz3441162.html,2000,错过不再有，温馨一室，上门实勘，光线充足,齐爱佳苑,唐镇,齐爱佳苑,"121.661477,31.207375",3614.0
1099,低层/6层,http://sh.lianjia.com/zufang/shz3420037.html,4000,齐爱佳苑，地铁房，小户型，上门实拍,齐爱佳苑,唐镇,齐爱佳苑,"121.661477,31.207375",3614.0
1022,中层/6层,http://sh.lianjia.com/zufang/shz3438974.html,3500,罗秀二村，1室1厅1卫，新鲜上架，光线充足,罗秀二村,长桥,罗秀二村,"121.447861,31.132090",3616.0
741,中层/6层,http://sh.lianjia.com/zufang/shz3398919.html,3500,罗秀二村，上门实拍，错过不再有，黄金楼层,罗秀二村,长桥,罗秀二村,"121.447861,31.132090",3616.0
215,低层/6层,http://sh.lianjia.com/zufang/shz3349559.html,2700,春港丽园，业主新委托，低楼层，上门实拍,春港丽园（公寓）,张江,春港丽园,"121.623167,31.201843",3658.0
361,中层/6层,http://sh.lianjia.com/zufang/shz3392845.html,3000,享受好房，业主刚降价，小户型，高清实拍,春港丽园（公寓）,张江,春港丽园,"121.623167,31.201843",3658.0
1855,低层/6层,http://sh.lianjia.com/zufang/shz3451168.html,2400,小户型，吉宅出租，低楼层，上门实勘,高行家园,高行,高行家园,"121.613756,31.294761",3669.0
1332,低层/18层,http://sh.lianjia.com/zufang/shz3398101.html,3500,绿地香颂，真实在租，随时可看，温馨一室,绿地香颂（浦东）（公寓）,三林,绿地香颂,"121.533583,31.130809",3675.0
1337,中层/6层,http://sh.lianjia.com/zufang/shz3377583.html,3800,迎亭公寓，有钥匙，错过不再有，黄金楼层,迎亭公寓,高行,迎亭公寓,"121.605166,31.297077",3680.0
1199,高层/6层,http://sh.lianjia.com/zufang/shz3454488.html,3500,迎亭公寓，上门实勘，南北直通，如您所见,迎亭公寓,高行,迎亭公寓,"121.605166,31.297077",3680.0
1518,低层/6层,http://sh.lianjia.com/zufang/shz3381219.html,2700,古桐二村，上门实拍，一室小户型，上下楼方便,古桐二村,张江,古桐二村,"121.619004,31.200189",3701.0
1626,低层/6层,http://sh.lianjia.com/zufang/shz3392969.html,3500,东陆新村二街坊，低区出入方便，交通便利，热门房源,东陆新村二街坊,金桥,东陆新村二街坊,"121.599344,31.272812",3702.0
1940,高层/6层,http://sh.lianjia.com/zufang/shz3307086.html,3500,东陆新村二街坊，1室1厅1卫，交通方便，空气清新,东陆新村二街坊,金桥,东陆新村二街坊,"121.599344,31.272812",3702.0
1721,高层/6层,http://sh.lianjia.com/zufang/shz3456532.html,3500,新上房源，紧邻地铁，放心好房，高区采光好,东陆新村二街坊,金桥,东陆新村二街坊,"121.599344,31.272812",3702.0
1724,中层/6层,http://sh.lianjia.com/zufang/shz3407512.html,3500,东陆新村二街坊，放心好房，新鲜好房，景观房,东陆新村二街坊,金桥,东陆新村二街坊,"121.599344,31.272812",3702.0
1798,高层/6层,http://sh.lianjia.com/zufang/shz3456532.html,3500,新上房源，紧邻地铁，放心好房，高区采光好,东陆新村二街坊,金桥,东陆新村二街坊,"121.599344,31.272812",3702.0
1822,低层/6层,http://sh.lianjia.com/zufang/shz3458009.html,3000,错过不再有，出行方便，新出好房，温馨之家,东陆新村二街坊,金桥,东陆新村二街坊,"121.599344,31.272812",3702.0
1631,低层/3层,http://sh.lianjia.com/zufang/shz3425946.html,2000,上门实勘，低区出入方便，业主降价，一室小户型,大众中心村,唐镇,大众中心村,"121.633860,31.225280",3702.0
2153,低层/3层,http://sh.lianjia.com/zufang/shz3413638.html,2300,大众中心村，观望后悔莫及，上下楼方便，抢鲜笋盘,大众中心村,唐镇,大众中心村,"121.633860,31.225280",3702.0
2150,低层/6层,http://sh.lianjia.com/zufang/shz3412526.html,2200,古桐三村，低区出入方便，一室小户型，新出房源,古桐三村,张江,古桐三村,"121.617523,31.200306",3719.0
2039,高层/16层,http://sh.lianjia.com/zufang/shz3422109.html,3800,申城佳苑，温馨之家，视野开阔，链家房源,申城佳苑,张江,申城佳苑,"121.637013,31.185781",3727.0
2052,低层/16层,http://sh.lianjia.com/zufang/shz3457552.html,2300,申城佳苑，低楼层，新鲜挂牌，享受好房,申城佳苑,张江,申城佳苑,"121.637013,31.185781",3727.0
2117,高层/6层,http://sh.lianjia.com/zufang/shz3453323.html,3800,申城佳苑，高区景观房，新出房源，链家房源,申城佳苑,张江,申城佳苑,"121.637013,31.185781",3727.0
2037,高层/6层,http://sh.lianjia.com/zufang/shz3415916.html,2000,玉兰香苑，光线非常好，链家好房，稀罕南北通,玉兰香苑（二期）,张江,玉兰香苑,"121.633158,31.201341",3732.0
2231,高层/6层,http://sh.lianjia.com/zufang/shz3435733.html,2500,玉兰香苑，1室1厅，享受好房，视野开阔,玉兰香苑（二期）,张江,玉兰香苑,"121.633158,31.201341",3732.0
2045,中层/6层,http://sh.lianjia.com/zufang/shz3378648.html,2100,玉兰香苑，小户型，人气房源，好楼层,玉兰香苑（二期）,张江,玉兰香苑,"121.633158,31.201341",3732.0
1978,低层/6层,http://sh.lianjia.com/zufang/shz3399416.html,4000,玉兰香苑，享受好房，上门实拍，小户型,玉兰香苑（一期）,张江,玉兰香苑,"121.633158,31.201341",3732.0
